symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2020-12-31,132.69,134.74,131.72,134.08,99116586,131.8773204038,133.9147648745,130.9132613127,133.2588071425,99116586,0.0,1.0
AAPL,2021-01-04,129.41,133.6116,126.76,133.52,143301887,128.6174092505,132.7932759278,125.9836395688,132.7022369456,143301887,0.0,1.0
AAPL,2021-01-05,131.01,131.74,128.43,128.89,97664898,130.2076098131,130.9331388197,127.643411406,128.1005940677,97664898,0.0,1.0
AAPL,2021-01-06,126.6,131.0499,126.382,127.72,155087970,125.8246195125,130.2472654396,125.6079546859,126.9377599063,155087970,0.0,1.0
AAPL,2021-01-07,130.92,131.63,127.86,128.36,109578157,130.1181610314,130.8238125311,127.0769024555,127.5738401313,109578157,0.0,1.0
AAPL,2021-01-08,132.05,132.63,130.23,132.43,105158245,131.2412401787,131.8176878827,129.4323870388,131.6189128123,105158245,0.0,1.0
AAPL,2021-01-11,128.98,130.17,128.5,129.19,100620880,128.1900428493,129.3727545177,127.7129826806,128.3987566732,100620880,0.0,1.0
AAPL,2021-01-12,128.8,129.69,126.86,128.5,90440255,128.011145286,128.895694349,126.0830271039,127.7129826806,90440255,0.0,1.0
AAPL,2021-01-13,130.89,131.45,128.49,128.76,88636831,130.0883447709,130.6449149678,127.703043927,127.971390272,88636831,0.0,1.0
AAPL,2021-01-14,128.91,131.0,128.76,130.8,90221755,128.1204715747,130.1976710596,127.971390272,129.9988959892,90221755,0.0,1.0
AAPL,2021-01-15,127.14,130.2242,127.0,128.78,111598531,126.3613122024,129.4266225618,126.2221696532,127.991267779,111598531,0.0,1.0
AAPL,2021-01-19,127.83,128.71,126.938,127.78,90757329,127.047086195,127.9216965044,126.1605493814,126.9973924274,90757329,0.0,1.0
AAPL,2021-01-20,132.03,132.49,128.55,128.66,104319489,131.2213626717,131.6785453334,127.7626764481,127.8720027368,104319489,0.0,1.0
AAPL,2021-01-21,136.87,139.67,133.59,133.8,120529544,136.0317193735,138.8145703579,132.7718082202,132.980522044,120529544,0.0,1.0
AAPL,2021-01-22,139.07,139.85,135.02,136.28,114459360,138.218245147,138.9934679212,134.193049973,135.445332916,114459360,0.0,1.0
AAPL,2021-01-25,142.92,145.09,136.54,143.07,157611713,142.0446652506,144.2013747636,135.7037405074,142.1937465534,157611713,0.0,1.0
AAPL,2021-01-26,143.16,144.3,141.37,143.6,98390555,142.283195335,143.4162132358,140.5041584557,142.7205004897,98390555,0.0,1.0
AAPL,2021-01-27,142.06,144.3,140.41,143.43,140843759,141.1899324483,143.4162132358,139.5500381181,142.5515416799,140843759,0.0,1.0
AAPL,2021-01-28,137.09,141.99,136.7,139.52,142621128,136.2503719508,141.1203611736,135.8627605637,138.6654890552,142621128,0.0,1.0
AAPL,2021-01-29,131.96,136.74,130.21,135.83,177523812,131.1517913971,135.9025155777,129.4125095318,134.9980890078,177523812,0.0,1.0
AAPL,2021-02-01,134.14,135.38,130.93,133.75,106239823,133.3184396636,134.5508450996,130.1280997849,132.9308282765,106239823,0.0,1.0
AAPL,2021-02-02,134.99,136.31,134.61,135.73,82266419,134.1632337124,135.4751491766,133.7855610788,134.8987014726,82266419,0.0,1.0
AAPL,2021-02-03,133.94,135.77,133.61,135.76,89880937,133.1196645933,134.9384564867,132.7916857272,134.9285177332,89880937,0.0,1.0
AAPL,2021-02-04,137.39,137.4,134.59,136.3,84183061,136.5485345563,136.5584733098,133.7656835718,135.465210423,84183061,0.0,1.0
AAPL,2021-02-05,136.76,137.42,135.86,137.35,75693830,136.1261375319,136.783078529,135.2303088994,136.7134029687,75693830,0.205,1.0
AAPL,2021-02-08,136.91,136.96,134.92,136.03,71297214,136.2754423039,136.3252105613,134.294665661,135.3995209744,71297214,0.0,1.0
AAPL,2021-02-09,136.01,137.877,135.85,136.62,75986989,135.3796136714,137.2379604013,135.2203552479,135.9867864112,75986989,0.0,1.0
AAPL,2021-02-10,135.39,136.99,134.4,136.48,72647988,134.7624872802,136.3550715157,133.7770757844,135.8474352906,72647988,0.0,1.0
AAPL,2021-02-11,135.13,136.39,133.77,135.9,64280029,134.5036923419,135.7578524274,133.1499957417,135.2701235053,64280029,0.0,1.0
AAPL,2021-02-12,135.37,135.53,133.6921,134.35,60145130,134.7425799772,134.9018384008,133.0724567967,133.7273075271,60145130,0.0,1.0
AAPL,2021-02-16,133.19,136.01,132.79,135.49,80576316,132.5726839563,135.3796136714,132.1745378974,134.8620237949,80576316,0.0,1.0
AAPL,2021-02-17,130.84,132.22,129.47,131.25,97372199,130.2335758604,131.6071797635,128.8699256087,130.6416755708,97372199,0.0,1.0
AAPL,2021-02-18,129.71,129.995,127.41,129.2,96856748,129.1088132441,129.392492311,126.8194734055,128.601177019,96856748,0.0,1.0
AAPL,2021-02-19,129.87,130.71,128.8,130.24,87668834,129.2680716676,130.1041783913,128.2030309601,129.6363567721,87668834,0.0,1.0
AAPL,2021-02-22,126.0,129.72,125.6,128.01,102886922,125.4160085479,129.1187668955,125.017862489,127.4166924938,102886922,0.0,1.0
AAPL,2021-02-23,125.86,126.71,118.39,123.76,158273022,125.2766574273,126.1227178024,117.8412797777,123.1863906182,158273022,0.0,1.0
AAPL,2021-02-24,125.35,125.56,122.23,124.94,111039904,124.7690212022,124.9780478831,121.663481943,124.3609214919,111039904,0.0,1.0
AAPL,2021-02-25,120.99,126.4585,120.54,124.68,144766924,120.4292291604,125.8723834679,119.9813148442,124.1021265536,144766924,0.0,1.0
AAPL,2021-02-26,121.26,124.85,121.2,122.59,163424672,120.6979777502,124.2713386286,120.6382558413,122.0218133959,163424672,0.0,1.0
AAPL,2021-03-01,127.79,127.93,122.79,123.75,116307892,127.1977121614,127.337063282,122.2208864254,123.1764369667,116307892,0.0,1.0
AAPL,2021-03-02,125.12,128.72,125.01,128.41,102260945,124.5400872184,128.1234017483,124.4305970522,127.8148385527,102260945,0.0,1.0
AAPL,2021-03-03,122.06,125.71,121.84,124.81,112966340,121.4942698679,125.1273526552,121.2752895355,124.2315240227,112966340,0.0,1.0
AAPL,2021-03-04,120.13,123.6,118.62,121.75,178154975,119.5732151338,123.0271321946,118.0702137615,121.1857066723,178154975,0.0,1.0
AAPL,2021-03-05,121.42,121.935,117.57,120.98,153766601,120.8572361737,121.3698492245,117.025080357,120.4192755089,153766601,0.0,1.0
AAPL,2021-03-08,116.36,121.0,116.21,120.93,154376610,115.8206885289,120.4391828119,115.6713837568,120.3695072516,154376610,0.0,1.0
AAPL,2021-03-09,121.085,122.06,118.79,119.03,129525780,120.5237888494,121.4942698679,118.2394258366,118.4783134719,129525780,0.0,1.0
AAPL,2021-03-10,119.98,122.17,119.45,121.69,111943326,119.4239103617,121.6037600341,118.8963668337,121.1259847635,111943326,0.0,1.0
AAPL,2021-03-11,121.96,123.21,121.26,122.54,103026514,121.3947333532,122.6389397872,120.6979777502,121.9720451386,103026514,0.0,1.0
AAPL,2021-03-12,121.03,121.17,119.16,120.4,88105050,120.4690437663,120.6083948869,118.607710941,119.8419637236,88105050,0.0,1.0
AAPL,2021-03-15,123.99,124.0,120.42,121.41,92590555,123.415324602,123.4252782535,119.8618710265,120.8472825222,92590555,0.0,1.0
AAPL,2021-03-16,125.57,127.22,124.715,125.7,115227936,124.9880015346,126.6303540275,124.1369643338,125.1173990038,115227936,0.0,1.0
AAPL,2021-03-17,124.76,125.8599,122.336,124.05,111932636,124.1817557654,125.2765578908,121.7689906486,123.4750465109,111932636,0.0,1.0
AAPL,2021-03-18,120.53,123.18,120.32,122.88,121469755,119.9713611927,122.6090788328,119.7623345118,122.3104692886,121469755,0.0,1.0
AAPL,2021-03-19,119.99,121.43,119.675,119.9,185549522,119.4338640132,120.8671898252,119.1203239918,119.34428115,185549522,0.0,1.0
AAPL,2021-03-22,123.39,123.87,120.26,120.33,111912284,122.8181055137,123.2958807844,119.702612603,119.7722881633,111912284,0.0,1.0
AAPL,2021-03-23,122.54,124.24,122.14,123.33,95467142,121.9720451386,123.6641658888,121.5738990797,122.7583836049,95467142,0.0,1.0
AAPL,2021-03-24,120.09,122.9,120.065,122.82,88530485,119.5334005279,122.3303765916,119.5085163993,122.2507473798,88530485,0.0,1.0
AAPL,2021-03-25,120.59,121.66,119.0,119.54,98844681,120.0310831015,121.096123809,118.4484525175,118.985949697,98844681,0.0,1.0
AAPL,2021-03-26,121.21,121.48,118.92,120.35,94071234,120.6482094928,120.9169580826,118.3688233057,119.7921954662,94071234,0.0,1.0
AAPL,2021-03-29,121.39,122.58,120.7299,121.65,80819203,120.8273752193,122.0118597445,120.1703346856,121.0861701576,80819203,0.0,1.0
AAPL,2021-03-30,119.9,120.4031,118.86,120.11,85671919,119.34428115,119.8450493555,118.3091013969,119.5533078309,85671919,0.0,1.0
AAPL,2021-03-31,122.15,123.52,121.15,121.65,118323826,121.5838527312,122.9475029828,120.588487584,121.0861701576,118323826,0.0,1.0
AAPL,2021-04-01,123.0,124.18,122.49,123.66,75089134,122.4299131063,123.60444398,121.9222768812,123.0868541035,75089134,0.0,1.0
AAPL,2021-04-05,125.9,126.1601,123.07,123.87,88651175,125.3164720332,125.575366508,122.4995886666,123.2958807844,88651175,0.0,1.0
AAPL,2021-04-06,126.21,127.13,125.65,126.5,80171253,125.6250352288,126.5407711643,125.0676307464,125.9136911215,80171253,0.0,1.0
AAPL,2021-04-07,127.9,127.92,125.14,125.83,83466716,127.3072023276,127.3271096306,124.5599945213,125.2467964729,83466716,0.0,1.0
AAPL,2021-04-08,130.36,130.39,128.52,128.95,88844591,129.7558005897,129.7856615442,127.9243287189,128.3523357322,88844591,0.0,1.0
AAPL,2021-04-09,132.995,133.04,129.47,129.8,106686703,132.3785877526,132.4233791842,128.8699256087,129.1983961073,106686703,0.0,1.0
AAPL,2021-04-12,131.24,132.85,130.63,132.52,91419983,130.6317219193,132.2342598063,130.0245491795,131.9057893077,91419983,0.0,1.0
AAPL,2021-04-13,134.43,134.66,131.93,132.44,91266545,133.8069367389,134.0358707227,131.3185238708,131.8261600959,91266545,0.0,1.0
AAPL,2021-04-14,132.03,135.0,131.655,134.94,87222782,131.4180603856,134.3742948728,131.0447984554,134.3145729639,87222782,0.0,1.0
AAPL,2021-04-15,134.5,135.0,133.64,133.82,89347102,133.8766122992,134.3742948728,133.0205982726,133.1997639991,89347102,0.0,1.0
AAPL,2021-04-16,134.16,134.67,133.28,134.3,84922386,133.5381881491,134.0458243742,132.6622668196,133.6775392697,84922386,0.0,1.0
AAPL,2021-04-19,134.84,135.47,133.34,133.51,94264215,134.2150364492,134.842116492,132.7219887284,132.8912008034,94264215,0.0,1.0
AAPL,2021-04-20,133.11,135.53,131.81,135.02,94812349,132.4930547446,134.9018384008,131.1990800532,134.3942021757,94812349,0.0,1.0
AAPL,2021-04-21,133.5,133.75,131.3001,132.36,68847136,132.881247152,133.1300884388,130.6915433646,131.7465308841,68847136,0.0,1.0
AAPL,2021-04-22,131.94,134.15,131.41,133.04,84566456,131.3284775223,133.5282344976,130.8009339943,132.4233791842,84566456,0.0,1.0
AAPL,2021-04-23,134.32,135.12,132.16,132.16,78756779,133.6974465727,134.4937386904,131.5474578547,131.5474578547,78756779,0.0,1.0
AAPL,2021-04-26,134.72,135.06,133.56,134.83,66905069,134.0955926316,134.4340167816,132.9409690608,134.2050827977,66905069,0.0,1.0
AAPL,2021-04-27,134.39,135.41,134.11,135.01,66015804,133.767122133,134.7823945831,133.4884198918,134.3842485242,66015804,0.0,1.0
AAPL,2021-04-28,133.58,135.02,133.08,134.31,107760097,132.9608763637,134.3942021757,132.4631937901,133.6874929212,107760097,0.0,1.0
AAPL,2021-04-29,133.48,137.07,132.45,136.47,151100953,132.861339849,136.4347007275,131.8361137474,135.8374816392,151100953,0.0,1.0
AAPL,2021-04-30,131.46,133.56,131.065,131.78,109839466,130.8507022517,132.9409690608,130.4575330185,131.1692190988,109839466,0.0,1.0
AAPL,2021-05-03,132.54,134.07,131.83,132.04,75135100,131.9256966106,133.4486052859,131.2189873561,131.428014037,75135100,0.0,1.0
AAPL,2021-05-04,127.85,131.4899,126.7,131.19,137564718,127.2574340703,130.8804636696,126.112764151,130.5819536619,137564718,0.0,1.0
AAPL,2021-05-05,128.1,130.45,127.97,129.2,84000900,127.5062753571,129.845383453,127.3768778879,128.601177019,84000900,0.0,1.0
AAPL,2021-05-06,129.74,129.75,127.13,127.89,78128334,129.1386741985,129.1486278499,126.5407711643,127.2972486761,78128334,0.0,1.0
AAPL,2021-05-07,130.21,131.2582,129.475,130.85,78973273,129.82547615,130.870580705,129.0926466825,130.4635861626,78973273,0.22,1.0
AAPL,2021-05-10,126.85,129.54,126.81,129.41,88071229,126.4753985841,129.1574547306,126.4355167083,129.0278386343,88071229,0.0,1.0
AAPL,2021-05-11,125.91,126.27,122.77,123.5,126142826,125.5381745031,125.8971113852,122.407447254,123.1352914871,126142826,0.0,1.0
AAPL,2021-05-12,122.77,124.64,122.25,123.4,112172282,122.407447254,124.2719249469,121.8889828688,123.0355867976,112172282,0.0,1.0
AAPL,2021-05-13,124.97,126.15,124.26,124.58,105861339,124.6009504222,125.7774657578,123.893047127,124.2121021333,105861339,0.0,1.0
AAPL,2021-05-14,127.45,127.89,125.85,126.25,81917951,127.0736267209,127.5123273545,125.4783516894,125.8771704473,81917951,0.0,1.0
AAPL,2021-05-17,126.27,126.93,125.17,126.82,74244624,125.8971113852,126.5551623356,124.8003598011,126.4454871772,74244624,0.0,1.0
AAPL,2021-05-18,124.85,126.99,124.78,126.56,63342929,124.4813047948,126.6149851493,124.4115115122,126.1862549846,63342929,0.0,1.0
AAPL,2021-05-19,124.69,124.915,122.86,123.16,92611989,124.3217772917,124.546112843,122.4971814745,122.7962955429,92611989,0.0,1.0
AAPL,2021-05-20,127.31,127.72,125.1,125.23,76857123,126.9340401556,127.3428293824,124.7305665185,124.8601826148,76857123,0.0,1.0
AAPL,2021-05-21,125.43,128.0,125.21,127.82,79295436,125.0595919937,127.6220025129,124.8402416769,127.4425340719,79295436,0.0,1.0
AAPL,2021-05-24,127.1,127.94,125.94,126.01,63092945,126.7246603077,127.5621796992,125.56808591,125.6378791926,63092945,0.0,1.0
AAPL,2021-05-25,126.9,128.32,126.32,127.82,72009482,126.5252509288,127.9410575192,125.9469637299,127.4425340719,72009482,0.0,1.0
AAPL,2021-05-26,126.85,127.39,126.42,126.955,56575920,126.4753985841,127.0138039072,126.0466684194,126.580088508,56575920,0.0,1.0
AAPL,2021-05-27,125.28,127.64,125.08,126.44,94625601,124.9100349595,127.2630656308,124.7106255806,126.0666093573,94625601,0.0,1.0
AAPL,2021-05-28,124.61,125.8,124.55,125.57,71311109,124.2420135401,125.4284993447,124.1821907264,125.1991785589,71311109,0.0,1.0
AAPL,2021-06-01,124.28,125.35,123.94,125.08,67637118,123.9129880649,124.9798282421,123.5739921207,124.7106255806,67637118,0.0,1.0
AAPL,2021-06-02,125.06,125.24,124.05,124.28,59278862,124.6906846427,124.8701530837,123.6836672791,123.9129880649,59278862,0.0,1.0
AAPL,2021-06-03,123.54,124.85,123.13,124.68,76229170,123.1751733628,124.4813047948,122.766384136,124.3118068227,76229170,0.0,1.0
AAPL,2021-06-04,125.89,126.16,123.85,124.07,75169343,125.5182335652,125.7874362268,123.4842579002,123.703608217,75169343,0.0,1.0
AAPL,2021-06-07,125.9,126.32,124.8321,126.17,71057550,125.5282040342,125.9469637299,124.4634576554,125.7974066957,71057550,0.0,1.0
AAPL,2021-06-08,126.74,128.46,126.2101,126.6,74403774,126.3657234257,128.0806440844,125.8373882762,126.2261368604,74403774,0.0,1.0
AAPL,2021-06-09,127.13,127.75,126.52,127.21,56877937,126.7545717146,127.3727407892,126.1463731088,126.8343354661,56877937,0.0,1.0
AAPL,2021-06-10,126.11,128.19,125.94,127.02,71186421,125.7375838821,127.8114414229,125.56808591,126.6448965562,71186421,0.0,1.0
AAPL,2021-06-11,127.35,127.44,126.1,126.53,53522373,126.9739220314,127.0636562519,125.7276134131,126.1563435778,53522373,0.0,1.0
AAPL,2021-06-14,130.48,130.54,127.07,127.82,96906490,130.0946788116,130.1545016253,126.6947489009,127.4425340719,96906490,0.0,1.0
AAPL,2021-06-15,129.64,130.6,129.39,129.94,62746332,129.2571594201,130.2143244389,129.0078976964,129.5562734885,62746332,0.0,1.0
AAPL,2021-06-16,130.15,130.89,128.461,130.37,91339351,129.7656533364,130.5034680384,128.0816411313,129.9850036532,91339351,0.0,1.0
AAPL,2021-06-17,131.79,132.55,129.65,129.8,96721669,131.4008102436,132.1585658835,129.267129889,129.4166869232,96721669,0.0,1.0
AAPL,2021-06-18,130.46,131.51,130.24,130.71,108953309,130.0747378737,131.1216371131,129.8553875569,130.3239995974,108953309,0.0,1.0
AAPL,2021-06-21,132.3,132.41,129.21,130.3,79663316,131.9093041598,132.0189793182,128.8284292554,129.9152103706,79663316,0.0,1.0
AAPL,2021-06-22,133.98,134.08,131.62,132.13,74783618,133.5843429428,133.6840476323,131.2313122715,131.7398061877,74783618,0.0,1.0
AAPL,2021-06-23,133.7,134.32,133.23,133.77,60214200,133.3051698123,133.923338887,132.8365577718,133.3749630949,60214200,0.0,1.0
AAPL,2021-06-24,133.41,134.64,132.93,134.45,68710998,133.0160262129,134.2423938933,132.5374437034,134.0529549833,68710998,0.0,1.0
AAPL,2021-06-25,133.11,133.89,132.81,133.46,70783746,132.7169121445,133.4946087223,132.4177980761,133.0658785576,70783746,0.0,1.0
AAPL,2021-06-28,134.78,135.245,133.35,133.41,62111303,134.3819804585,134.8456072645,132.9562033992,133.0160262129,62111303,0.0,1.0
AAPL,2021-06-29,136.33,136.49,134.35,134.8,64556081,135.9274031452,136.0869306483,133.9532502938,134.4019213964,64556081,0.0,1.0
AAPL,2021-06-30,136.96,137.41,135.87,136.17,63261393,136.5555426888,137.0042137914,135.4687615737,135.767875642,63261393,0.0,1.0
AAPL,2021-07-01,137.27,137.33,135.76,136.6,52485781,136.8646272261,136.9244500398,135.3590864153,136.1966058067,52485781,0.0,1.0
